show_title,season_title,category,max_weeks,best_rank,entry_rank,tmdb_id,tmdb_rating,tmdb_vote_count,tmdb_popularity,genres,original_language,runtime_minutes,days_since_release,is_korean,is_sequel,budget_usd,avg_cast_popularity,first_week,is_breakout,lang_label
Heo's Diner,Heo's Diner: Season 1,TV,2,4,5,285872.0,8.1,10.0,1.9251,Drama|Sci-Fi & Fantasy,ko,50.0,6.0,1,0,,1.01,2025-03-30,0,Korean
Hero,,Films,2,2,3,51550.0,6.53,33.0,3.888,Mystery,ja,130.0,5727.0,0,0,0.0,2.97,2023-05-14,0,Japanese
Hidden,,Films,1,5,5,360784.0,6.891,1122.0,7.3399,Thriller|Horror,en,83.0,2819.0,0,0,0.0,2.38,2023-06-04,0,English
Hidden Strike,,Films,3,2,6,457332.0,6.894,1047.0,2.915,Action|Comedy|Thriller,en,103.0,24.0,0,0,80000000.0,7.71,2023-07-30,0,English
Hierarchy,Hierarchy: Limited Series,TV,7,1,9,226527.0,7.603,160.0,7.9433,Drama,ko,60.0,2.0,1,0,,2.2,2024-06-09,1,Korean
High & Low The Worst X,,Films,1,4,4,965731.0,7.333,30.0,2.0621,Action,ja,119.0,310.0,0,0,0.0,1.67,2023-07-16,0,Japanese
High Cookie,High Cookie: Limited Series,TV,5,3,8,223489.0,7.9,21.0,4.6569,Drama|Crime|Sci-Fi & Fantasy,ko,,6.0,1,0,,2.63,2023-10-29,1,Korean
Highway Family,,Films,2,2,5,886430.0,6.111,9.0,0.8013,Drama,ko,129.0,480.0,1,0,0.0,1.5,2024-02-25,0,Korean
Hit Man,,Films,1,3,3,974635.0,6.791,1535.0,5.8961,Comedy|Romance|Crime,en,116.0,31.0,0,0,8800000.0,4.05,2024-06-16,0,English
Hitman: Agent Jun,,Films,4,3,5,604362.0,7.109,78.0,2.0221,Action|Comedy,ko,110.0,1824.0,1,0,0.0,1.54,2025-01-19,1,Korean
Holy Night: Demon Hunters,,Films,5,1,8,793387.0,6.865,89.0,12.9881,Action|Fantasy|Horror|Thriller,ko,92.0,95.0,1,0,0.0,2.1,2025-08-03,1,Korean
Holy Punch,,Films,12,2,8,1208997.0,4.1,4.0,0.7797,Action|Comedy,ko,98.0,67.0,1,0,0.0,1.19,2024-05-26,1,Korean
Home Alone,,Films,1,6,6,771.0,7.46,12294.0,0.9694,Comedy|Family,en,103.0,12140.0,0,0,18000000.0,3.76,2024-02-11,0,English
Hometown,Hometown: Limited Series,TV,1,9,9,288176.0,0.0,0.0,0.3452,Comedy|Drama,te,,-516.0,0,0,,0.51,2023-11-05,0,Other
Homeward Bound,,Films,2,3,4,1177450.0,0.0,0.0,4.2913,,cn,51.0,17490.0,0,0,0.0,1.12,2026-01-18,0,Other
Hopeless,,Films,3,1,5,332505.0,4.0,1.0,0.141,Drama|Comedy,en,82.0,9136.0,0,0,150000.0,0.73,2025-01-05,0,English
Hot Blooded,,Films,3,2,5,68112.0,3.222,9.0,4.3051,Action|Thriller,en,95.0,10117.0,0,0,0.0,0.85,2024-09-22,0,English
Hot Stove League,Hot Stove League: Limited Series,TV,1,10,10,95484.0,8.3,48.0,3.963,Drama,ko,60.0,1857.0,1,0,,1.55,2025-01-12,0,Korean
House of Ninjas,House of Ninjas: Season 1,TV,2,8,8,210098.0,7.17,153.0,5.1021,Drama|Action & Adventure,ja,,3.0,0,0,,1.65,2024-02-18,0,Japanese
Hunger,,Films,3,4,6,10360.0,7.242,1181.0,2.0263,Drama|History,en,96.0,5449.0,0,0,0.0,2.24,2023-04-16,0,English
I,,Films,2,5,5,845394.0,2.0,1.0,2.8666,Drama|Action|Thriller,id,86.0,1346.0,0,0,0.0,1.27,2025-03-23,0,Other
I Parry Everything,I Parry Everything: Season 1,TV,1,9,9,238892.0,7.908,65.0,9.5011,Action & Adventure|Animation,ja,24.0,219.0,0,0,,2.05,2025-02-09,0,Japanese
I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability,,TV,1,10,10,213830.0,7.7,93.0,9.8705,Animation|Sci-Fi & Fantasy,ja,24.0,173.0,0,0,,2.16,2024-09-22,0,Japanese
I am Solo,I am Solo: Part 13 - Part 16,TV,16,4,9,129236.0,6.0,2.0,5.9261,Reality,ko,,599.0,1,0,,0.9,2023-03-05,1,Korean
I am Solo,I am Solo: Part 17-20,TV,15,1,9,129236.0,6.0,2.0,5.9261,Reality,ko,,865.0,1,0,,0.9,2023-11-26,1,Korean
I am Solo,I am Solo: Part 21 - 24,TV,7,6,9,129236.0,6.0,2.0,5.9261,Reality,ko,,1138.0,1,0,,0.9,2024-08-25,1,Korean
I am Solo,I am Solo: Part 25 - 28,TV,6,7,10,129236.0,6.0,2.0,5.9261,Reality,ko,,1369.0,1,0,,0.9,2025-04-13,1,Korean
I am Solo,I am Solo: Part 29 - 32,TV,2,8,8,129236.0,6.0,2.0,5.9261,Reality,ko,,1614.0,1,0,,0.9,2025-12-14,0,Korean
"I'm SOLO, Love goes on","I'm SOLO, Love goes on 2024",TV,6,6,10,207924.0,7.3,3.0,3.0467,Reality,ko,45.0,514.0,1,0,,0.6,2024-01-07,1,Korean
"I'm SOLO, Love goes on","I'm SOLO, Love goes on 2025",TV,1,3,3,207924.0,7.3,3.0,3.0467,Reality,ko,45.0,878.0,1,0,,0.6,2025-01-05,0,Korean
"I, the Executioner",,Films,9,1,10,995926.0,6.9,90.0,3.1033,Action|Crime|Comedy,ko,118.0,142.0,1,0,0.0,2.54,2025-02-02,1,Korean
Idol I,Idol I: 시즌 1,TV,3,8,10,13700.0,6.1,14.0,12.8342,Reality,hi,75.0,7731.0,0,0,,1.06,2025-12-28,0,Other
In Time,,Films,2,4,7,49530.0,6.97,11965.0,10.1266,Action|Thriller|Science Fiction,en,109.0,4350.0,0,0,40000000.0,6.04,2023-09-24,0,English
In Your Dreams,,Films,1,8,8,1117857.0,6.883,183.0,4.5905,Animation|Family|Comedy|Adventure|Fantasy,en,87.0,16.0,0,0,0.0,2.93,2025-11-23,0,English
In the Name of God: A Holy Betrayal,In the Name of God: A Holy Betrayal: Season 1,TV,5,2,9,218476.0,7.686,35.0,1.5447,Documentary|Crime,ko,52.0,2.0,1,0,,0.0,2023-03-05,1,Korean
In the Realm of the Senses,,Films,2,8,8,5879.0,6.578,708.0,10.6392,Drama|Romance,ja,105.0,16979.0,0,0,0.0,1.97,2023-03-12,0,Japanese
Infinite,,Films,4,5,10,581726.0,6.571,2067.0,5.5104,Science Fiction|Action|Adventure,en,106.0,759.0,0,0,0.0,5.13,2023-10-08,1,English
Inside Man: Most Wanted,,Films,2,2,9,619278.0,6.3,380.0,1.9514,Action|Crime|Thriller,en,105.0,2084.0,0,0,0.0,2.52,2025-06-08,0,English
Inside Men: The Original,,Films,3,2,6,293413.0,6.952,135.0,1.4653,Crime|Drama,ko,130.0,2789.0,1,0,0.0,2.41,2023-07-09,0,Korean
Insidious: The Red Door,,Films,1,10,10,614479.0,6.522,1910.0,3.642,Horror|Thriller,en,107.0,116.0,0,0,16000000.0,3.11,2023-10-29,0,English
Irish Wish,,Films,2,2,6,1019420.0,6.147,505.0,2.0728,Romance|Comedy|Fantasy,en,94.0,10.0,0,0,0.0,2.5,2024-03-24,0,English
Iron Family,Iron Family: Limited Series,TV,1,6,6,250385.0,6.4,8.0,3.6882,Drama|Family|Comedy|Mystery,ko,70.0,8.0,1,0,,1.52,2024-10-06,0,Korean
Jack Reacher,,Films,3,6,6,75780.0,6.653,7491.0,7.7555,Crime|Drama|Thriller|Action,en,130.0,3923.0,0,0,60000000.0,16.67,2023-09-17,0,English
Jack Reacher: Never Go Back,,Films,6,3,10,343611.0,6.0,5225.0,7.8281,Action|Thriller|Drama|Crime,en,118.0,2517.0,0,0,60000000.0,7.28,2023-09-10,1,English
Jake Paul vs. Mike Tyson,,TV,1,4,4,274413.0,7.1,14.0,2.3178,Documentary,en,38.0,10.0,0,0,,1.71,2024-11-17,0,English
Jeong-Sun,,Films,1,3,3,956731.0,6.0,1.0,0.519,Drama,ko,105.0,249.0,1,0,0.0,1.5,2024-12-22,0,Korean
Jesters: The Game Changers,,Films,3,6,8,571608.0,6.875,8.0,1.151,History|Comedy,ko,108.0,1719.0,1,0,0.0,2.34,2024-05-05,0,Korean
Jjajangmyeon Rhapsody,Jjajangmyeon Rhapsody: Season 1,TV,3,2,6,245047.0,8.0,1.0,1.1216,Reality|Documentary,ko,,3.0,1,0,,0.78,2024-02-11,0,Korean
John Wick,,Films,4,3,9,245891.0,7.454,20471.0,9.9881,Action|Thriller,en,101.0,3154.0,0,0,20000000.0,6.39,2023-06-11,1,English
John Wick: Chapter 2,,Films,4,4,10,245891.0,7.454,20471.0,9.9881,Action|Thriller,en,101.0,3154.0,0,0,20000000.0,6.39,2023-06-11,1,English
John Wick: Chapter 3 - Parabellum,,Films,4,4,8,458156.0,7.442,11499.0,12.6528,Action|Thriller|Crime,en,131.0,1488.0,0,0,55000000.0,6.04,2023-06-11,1,English
Joje,,Films,1,8,8,602301.0,7.148,61.0,1.3142,Romance|Drama,ko,117.0,1249.0,1,0,0.0,1.52,2024-05-12,0,Korean
Joker,,Films,2,6,9,475557.0,8.128,27310.0,19.6614,Crime|Thriller|Drama,en,122.0,1559.0,0,0,55000000.0,4.45,2024-01-07,0,English
Judge vs. Judge,Judge vs. Judge: Limited Series,TV,1,10,10,74831.0,7.3,14.0,3.7666,Drama,ko,35.0,2699.0,1,0,,1.75,2025-04-13,0,Korean
Jujutsu Kaisen,Jujutsu Kaisen: Season 2,TV,7,4,10,95479.0,8.56,4197.0,185.2808,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,24.0,1016.0,0,1,,0.0,2023-07-16,1,Japanese
Jujutsu Kaisen,Jujutsu Kaisen: Season 3,TV,5,4,9,95479.0,8.56,4197.0,185.2808,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,24.0,1926.0,0,1,,0.0,2026-01-11,1,Japanese
Jujutsu Kaisen 0: The Movie,,Films,3,5,9,810693.0,8.1,1659.0,8.2491,Animation|Action|Fantasy,ja,105.0,450.0,0,0,0.0,4.11,2023-03-19,0,Japanese
Jules,,Films,2,5,8,1432503.0,0.0,0.0,1.1756,Action,en,20.0,50.0,0,0,0.0,0.61,2025-04-06,0,English
Jurassic World: Fallen Kingdom,,Films,1,7,7,351286.0,6.533,12560.0,14.5794,Action|Adventure|Science Fiction|Thriller,en,129.0,1908.0,0,0,170000000.0,4.55,2023-08-27,0,English
K.O.,,Films,3,1,5,1450599.0,6.458,259.0,6.3766,Action|Drama|Adventure,fr,84.0,3.0,0,0,0.0,1.0,2025-06-08,0,Other
KATURI the Movie The Big City Adventure,,Films,2,9,10,1007012.0,0.0,0.0,0.3322,Animation,ko,76.0,360.0,1,0,0.0,1.0,2023-09-03,0,Korean
KPop Demon Hunters,,Films,32,1,10,803796.0,8.1,2397.0,42.9908,Fantasy|Music|Comedy|Animation,en,96.0,2.0,0,0,100000000.0,2.91,2025-06-22,1,English
Kaiju No. 8,Kaiju No. 8: Season 1,TV,13,5,6,207468.0,8.5,714.0,33.1278,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,24.0,8.0,0,0,,1.74,2024-04-21,1,Japanese
Kaiju No. 8,Kaiju No. 8: Season 2,TV,5,6,9,207468.0,8.5,714.0,33.1278,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,24.0,470.0,0,1,,1.74,2025-07-27,1,Japanese
Karate Kid: Legends,,Films,2,4,4,1011477.0,7.039,1104.0,12.3741,Action|Adventure|Drama,en,94.0,269.0,0,0,45000000.0,7.1,2026-02-01,0,English
Karma,Karma: Limited Series,TV,6,1,9,305062.0,3.333,3.0,5.8816,Comedy,tr,,-215.0,0,0,,1.27,2025-04-06,1,Other
Keys To The Heart,,Films,1,9,9,778277.0,7.1,14.0,0.2975,Drama,tl,103.0,410.0,0,0,0.0,1.84,2024-11-17,0,Other
Kian is CEO,Kian is CEO: Season 1,TV,1,10,10,279864.0,0.0,0.0,0.0338,Reality,ko,,17.0,1,0,,0.0,2024-12-22,0,Korean
Kian’s Bizarre B&B,Kian’s Bizarre B&B: Season 1,TV,5,2,8,256355.0,8.4,7.0,1.9924,Reality,ko,60.0,5.0,1,0,,0.93,2025-04-13,1,Korean
Kick a Goal,,TV,1,9,9,127231.0,6.5,4.0,8.632,Reality,ko,100.0,1124.0,1,0,,1.09,2024-07-14,0,Korean
Kill Boksoon,,Films,11,1,6,849869.0,6.856,513.0,2.7486,Action|Drama|Thriller|Crime,ko,137.0,44.0,1,0,0.0,2.06,2023-04-02,1,Korean
Kinda Pregnant,,Films,2,7,9,1212142.0,5.583,301.0,2.3656,Comedy|Romance,en,98.0,5.0,0,0,0.0,2.72,2025-02-09,0,English
King of Clones,,Films,1,4,4,1127211.0,7.1,35.0,0.2293,Documentary,en,85.0,9.0,0,0,0.0,1.53,2023-07-02,0,English
King of Survival,King of Survival: Season 1,TV,5,2,9,273710.0,0.0,0.0,2.2883,Reality,ko,,6.0,1,0,,1.49,2024-10-13,1,Korean
King the Land,King the Land: Limited Series,TV,10,1,10,198004.0,8.2,576.0,20.7757,Drama|Comedy,ko,71.0,1.0,1,0,,2.19,2023-06-18,1,Korean
Kingmaker,,Films,2,7,8,1290697.0,6.2,32.0,0.9403,Thriller|Drama,da,99.0,439.0,0,0,0.0,1.14,2025-10-19,0,Other
Kingsman: The Golden Circle,,Films,3,6,10,343668.0,6.95,10968.0,8.1268,Action|Adventure|Comedy|Crime,en,141.0,2517.0,0,0,104000000.0,7.75,2024-08-11,0,English
Kingsman: The Secret Service,,Films,2,3,8,207703.0,7.62,17580.0,12.024,Crime|Comedy|Action|Adventure,en,129.0,3494.0,0,0,81000000.0,4.82,2024-08-18,0,English
Kiss the Girls,,Films,1,4,4,9437.0,6.528,1832.0,4.1126,Thriller|Crime|Mystery|Drama,en,115.0,9771.0,0,0,27000000.0,4.48,2024-06-30,0,English
Knights of the Zodiac,,Films,2,4,10,455476.0,6.3,1260.0,3.8148,Fantasy|Action|Science Fiction,en,113.0,654.0,0,0,60000000.0,3.02,2025-02-09,0,English
Knock at the Cabin,,Films,3,1,9,631842.0,6.251,3005.0,4.1674,Horror|Mystery|Thriller,en,100.0,221.0,0,0,20000000.0,3.63,2023-09-10,0,English
Korea-Khitan War,Korea-Khitan War: Limited Series,TV,10,3,9,218290.0,8.1,9.0,4.7404,Drama|War & Politics,ko,,1.0,1,0,,1.75,2023-11-12,1,Korean
Korean Fried Chicken Rhapsody,Korean Fried Chicken Rhapsody: Season 1,TV,2,8,8,253265.0,0.0,0.0,0.9734,Documentary,ko,,3.0,1,0,,0.78,2024-06-02,0,Korean
Kraven the Hunter,,Films,5,2,10,539972.0,6.435,2216.0,13.7355,Action|Adventure|Thriller,en,127.0,277.0,0,0,130000000.0,4.42,2025-09-14,1,English
Kung Fu Panda 4,,Films,2,4,6,1011985.0,7.004,3380.0,12.5353,Animation|Family|Action|Comedy|Adventure|Fantasy,en,94.0,225.0,0,0,80000000.0,5.84,2024-10-13,0,English
LIM YOUNG WOONG [RE:CITAL],,Films,1,9,9,1557542.0,0.0,0.0,0.0168,Music|Documentary|TV Movie,ko,150.0,8.0,1,0,0.0,0.84,2025-10-12,0,Korean
LIM YOUNG WOONG│IM HERO THE STADIUM,,Films,21,2,10,1322328.0,0.0,0.0,0.089,Music|Documentary,ko,109.0,165.0,1,0,0.0,0.77,2025-02-09,1,Korean
La Dolce Villa,,Films,2,7,7,1252377.0,6.276,205.0,1.4046,Romance|Comedy,en,99.0,4.0,0,0,0.0,2.05,2025-02-16,0,English
La Palma,La Palma: Limited Series,TV,1,5,5,242977.0,6.878,241.0,6.0041,Drama,no,44.0,10.0,0,0,,1.78,2024-12-22,0,Other
Labor Day,,Films,2,10,10,130150.0,7.034,1286.0,4.5224,Drama|Romance|Thriller,en,111.0,4377.0,0,0,18000000.0,7.34,2025-12-21,0,English
Last Bullet,,Films,2,4,4,1144430.0,6.508,252.0,3.0989,Action|Crime|Thriller|Drama,fr,111.0,5.0,0,0,0.0,2.15,2025-05-11,0,Other
Last Call for Istanbul,,Films,1,7,7,1044302.0,6.3,134.0,0.9448,Romance|Drama,tr,91.0,9.0,0,0,0.0,2.2,2023-12-03,0,Other
Last Love,Last Love: Season 1,TV,4,6,8,42180.0,7.0,3.0,4.3768,Comedy|Drama,ja,55.0,4602.0,0,0,,1.72,2024-08-18,1,Japanese
Last Samurai Standing,Last Samurai Standing: Season 1,TV,2,8,8,252193.0,7.8,180.0,14.4273,Action & Adventure|Drama,ja,,3.0,0,0,,2.14,2025-11-16,0,Japanese
Last Summer,,Films,1,9,9,115464.0,8.2,28.0,9.3302,Drama|Crime,tr,120.0,1304.0,0,0,,1.72,2024-07-28,0,Other
Last Summer,Last Summer: Season 1,TV,2,6,10,115464.0,8.2,28.0,9.3302,Drama|Crime,tr,120.0,1773.0,0,0,,1.72,2025-11-09,0,Other
Late Night with the Devil,,Films,2,5,5,938614.0,7.104,1975.0,5.201,Horror,en,93.0,152.0,0,0,2000000.0,2.2,2024-08-18,0,English
Leave the World Behind,,Films,4,3,10,726209.0,6.375,3091.0,4.8225,Drama|Mystery|Thriller,en,140.0,18.0,0,0,0.0,5.2,2023-12-10,1,English
Leo,,Films,2,9,9,1075794.0,7.377,1307.0,4.7667,Animation|Comedy|Family,en,102.0,9.0,0,0,0.0,3.24,2023-11-26,0,English
Lies Hidden in my Garden,Lies Hidden in my Garden: Limited Series,TV,5,1,6,211748.0,7.5,21.0,2.3227,Crime|Mystery|Drama,ko,62.0,6.0,1,0,,1.24,2023-06-25,1,Korean
Lift,,Films,4,2,7,955916.0,6.43,1413.0,4.1021,Action|Comedy|Crime,en,107.0,4.0,0,0,0.0,4.03,2024-01-14,1,English
Like Flowers in Sand,Like Flowers in Sand: Limited Series,TV,3,6,7,224900.0,7.6,33.0,3.0516,Drama|Comedy|Mystery,ko,64.0,4.0,1,0,,1.82,2023-12-24,0,Korean
Line Walker,,Films,1,8,8,411268.0,6.466,73.0,1.1778,Action|Crime|Drama,cn,108.0,2523.0,0,0,0.0,2.9,2023-07-09,0,Other
Live Stream,,Films,2,2,2,207615.0,0.0,0.0,0.301,Drama,de,46.0,5010.0,0,0,0.0,0.55,2023-10-08,0,Other
Locked In,,Films,2,5,6,1097953.0,0.0,0.0,0.283,Drama|Music,en,3.0,1324.0,0,0,500.0,0.52,2023-11-05,0,English
Longing for You,Longing for You: Limited Series,TV,4,6,8,211217.0,6.3,7.0,2.218,Mystery|Drama|Crime,ko,60.0,11.0,1,0,,1.59,2023-08-06,1,Korean
Lost Bullet,,Films,1,10,10,854464.0,4.3,3.0,2.4683,Crime|Drama,es,98.0,7900.0,0,0,0.0,1.56,2025-05-18,0,Other
Lost in Perfection,,Films,2,4,4,1047003.0,5.7,10.0,1.1394,Crime|Drama|Mystery|Thriller,zh,114.0,107.0,0,0,0.0,1.67,2024-02-11,0,Other
Lost in Starlight,,Films,2,5,6,1165642.0,7.28,132.0,2.2448,Animation|Romance|Science Fiction|Drama,ko,96.0,2.0,1,0,0.0,1.3,2025-06-01,0,Korean
Love After Divorce,Love After Divorce: Season 4,TV,10,2,10,128979.0,9.1,7.0,4.3714,Reality,ko,90.0,749.0,1,1,,0.0,2023-07-30,1,Korean
Love After Divorce,Love After Divorce: Season 5,TV,9,4,9,128979.0,9.1,7.0,4.3714,Reality,ko,90.0,1036.0,1,1,,0.0,2024-05-12,1,Korean
Love After Divorce,Love After Divorce: Season 6,TV,7,4,10,128979.0,9.1,7.0,4.3714,Reality,ko,90.0,1162.0,1,1,,0.0,2024-09-15,1,Korean
Love After Divorce,Love After Divorce: Season 7,TV,5,3,8,128979.0,9.1,7.0,4.3714,Reality,ko,90.0,1477.0,1,1,,0.0,2025-07-27,1,Korean
Love Me,Love Me: Season 1,TV,5,7,10,139628.0,6.0,29.0,6.1938,Drama,en,43.0,1456.0,0,0,,1.69,2025-12-21,1,English
Love Next Door,Love Next Door: Limited Series,TV,9,2,8,241454.0,8.0,222.0,13.8464,Drama|Comedy,ko,80.0,1.0,1,0,,2.11,2024-08-18,1,Korean
Love Scout,Love Scout: Season 1,TV,8,2,8,233100.0,8.009,53.0,6.1896,Drama|Comedy,ko,70.0,2.0,1,0,,2.17,2025-01-05,1,Korean
Love Untangled,,Films,7,1,8,1355666.0,8.359,163.0,4.7007,Romance|Drama|Comedy,ko,121.0,3.0,1,0,0.0,3.08,2025-08-31,1,Korean
Love at First Sight,,Films,2,2,2,125907.0,3.5,2.0,0.1981,Comedy|Romance,en,85.0,16893.0,0,0,0.0,0.85,2023-09-17,0,English
Love in Contract,,TV,1,9,9,201146.0,7.7,65.0,4.8694,Drama|Comedy,ko,67.0,788.0,1,0,,2.09,2024-11-17,0,Korean
Love in the Big City,,Films,9,1,7,1154154.0,7.863,51.0,2.2479,Romance|Drama,ko,118.0,138.0,1,0,0.0,1.65,2025-02-16,1,Korean
Love to Hate You,Love to Hate You: Season 1,TV,5,9,10,137094.0,8.2,114.0,6.2872,Drama|Comedy,ko,54.0,23.0,1,0,,1.35,2023-03-05,1,Korean
"Love, Death & Robots","Love, Death & Robots: Volume 4",TV,1,10,10,86831.0,8.215,3860.0,36.635,Animation|Sci-Fi & Fantasy,en,,2263.0,0,0,,0.0,2025-05-25,0,English
Luther: The Fallen Sun,,Films,3,3,6,722149.0,6.638,1055.0,2.9429,Crime|Mystery|Thriller,en,129.0,16.0,0,0,0.0,3.48,2023-03-12,0,English
"Lyle, Lyle, Crocodile",,Films,1,7,7,830784.0,6.968,639.0,2.1869,Comedy|Family|Music,en,106.0,198.0,0,0,50000000.0,2.85,2023-04-23,0,English
M3GAN,,Films,3,4,8,536554.0,7.037,4671.0,6.5829,Science Fiction|Horror,en,102.0,207.0,0,0,12000000.0,2.14,2023-07-23,0,English
Ma,,Films,2,4,9,502416.0,5.819,2389.0,3.3539,Horror|Thriller,en,99.0,2055.0,0,0,5000000.0,3.28,2025-01-12,0,English
Madame Web,,Films,4,3,4,634492.0,5.303,2476.0,8.1537,Action|Fantasy,en,117.0,151.0,0,0,80000000.0,10.99,2024-07-14,1,English
Man in Love,,Films,1,8,8,258313.0,7.2,50.0,1.5106,Drama|Romance,ko,122.0,3378.0,1,0,0.0,1.72,2023-04-23,0,Korean
Man of Steel,,Films,2,9,9,49521.0,6.639,15944.0,11.5631,Action|Adventure|Science Fiction,en,143.0,4085.0,0,0,225000000.0,7.04,2024-08-18,0,English
Man on Fire,,Films,2,4,7,9509.0,7.457,5526.0,7.1654,Action|Drama|Thriller,en,146.0,7828.0,0,0,70000000.0,4.5,2025-09-28,0,English
Mantis,,Films,8,1,8,1498658.0,0.0,0.0,2.1778,,it,10.0,9.0,0,0,0.0,0.07,2025-09-28,1,Other
Marry YOU,Marry YOU: Limited Series,TV,2,9,9,281011.0,7.72,50.0,13.3131,Comedy|Drama,ko,60.0,-320.0,1,0,,2.11,2024-11-24,0,Korean
Marui Video,,Films,2,7,7,977155.0,6.077,26.0,0.4528,Mystery|Horror|Thriller,ko,87.0,109.0,1,0,23316420.0,1.38,2023-05-21,0,Korean
Mary Mother of Jesus,,Films,1,7,7,139751.0,4.031,16.0,0.4664,Drama|TV Movie,en,88.0,9163.0,0,0,0.0,2.66,2024-12-15,0,English
Mask Girl,Mask Girl: Limited Series,TV,8,1,10,156888.0,7.388,174.0,6.8576,Drama|Comedy|Mystery|Crime,ko,,2.0,1,0,,1.0,2023-08-20,1,Korean
Materialists,,Films,1,7,7,1136867.0,6.414,1031.0,6.8728,Romance|Drama,en,116.0,157.0,0,0,20000000.0,7.27,2025-11-16,0,English
Melo Movie,Melo Movie: Limited Series,TV,5,1,8,243964.0,7.2,48.0,6.3235,Comedy|Drama,ko,62.0,2.0,1,0,,3.35,2025-02-16,1,Korean
Men of Plastic,,Films,5,1,7,717090.0,5.521,24.0,1.2065,Comedy,ko,112.0,102.0,1,0,0.0,2.21,2023-03-12,1,Korean
Mercy,,Films,2,5,5,1236153.0,6.8,272.0,581.4114,Science Fiction|Action|Thriller,en,100.0,-380.0,0,0,60000000.0,7.48,2025-01-05,0,English
Mercy For None,Mercy For None: Limited Series,TV,6,1,9,232766.0,7.8,135.0,9.2875,Action & Adventure|Drama,ko,,2.0,1,0,,1.61,2025-06-08,1,Korean
Midnight Sun,,Films,2,7,7,419478.0,7.8,3529.0,2.1738,Romance|Drama,en,91.0,2719.0,0,0,2800000.0,2.17,2025-08-31,0,English
Midway,,Films,2,6,10,522162.0,7.107,2648.0,4.7671,Action|War|History,en,138.0,1656.0,0,0,100000000.0,5.03,2024-05-19,0,English
Migration,,Films,1,6,6,940551.0,7.358,2187.0,9.2068,Family|Comedy|Adventure|Animation,en,83.0,221.0,0,0,72000000.0,4.14,2024-07-14,0,English
Military Prosecutor Doberman,Military Prosecutor Doberman: Limited Series,TV,2,7,8,135652.0,7.4,66.0,4.1897,Drama,ko,,797.0,1,0,,2.03,2024-05-05,0,Korean
Miraculous Brothers,Miraculous Brothers: Season 1,TV,2,8,10,208834.0,7.1,17.0,3.6134,Mystery|Drama|Sci-Fi & Fantasy|Comedy,ko,65.0,81.0,1,0,,1.5,2023-09-17,0,Korean
Miss Conspirator,,Films,1,10,10,134000.0,6.364,11.0,0.792,Action|Comedy,ko,115.0,4988.0,1,0,0.0,1.42,2026-02-15,0,Korean
Miss Night and Day,Miss Night and Day: Limited Series,TV,10,1,9,231749.0,8.503,143.0,5.5357,Sci-Fi & Fantasy|Comedy|Mystery,ko,65.0,1.0,1,0,,1.64,2024-06-16,1,Korean
Missing,,Films,3,2,6,768362.0,7.4,1227.0,2.337,Drama|Mystery|Thriller,en,111.0,157.0,0,0,7000000.0,2.31,2023-06-25,0,English
Missing You,,Films,5,2,4,390433.0,7.16,78.0,6.9126,Crime|Thriller,ko,108.0,3601.0,1,0,0.0,1.38,2026-01-18,1,Korean
Mission: Cross,,Films,9,1,7,1002088.0,7.013,151.0,1.2958,Action|Comedy,ko,100.0,3.0,1,0,0.0,1.52,2024-08-11,1,Korean
Mission: Impossible - Dead Reckoning,,Films,10,2,10,575264.0,7.508,4923.0,14.4073,Action|Thriller|Adventure,en,164.0,645.0,0,0,220000000.0,7.71,2025-04-13,1,English
Mission: Possible,,Films,3,3,9,629028.0,7.503,189.0,1.6663,Comedy|Action|Thriller,ko,105.0,970.0,1,0,0.0,1.7,2023-10-15,0,Korean
Mona Lisa Smile,,Films,1,7,7,11820.0,6.91,1874.0,2.2904,Drama|History|Romance,en,117.0,7849.0,0,0,72300000.0,4.72,2025-06-15,0,English
Moo No Plan,Moo No Plan: Season 1,TV,4,5,9,246527.0,10.0,1.0,2.461,Talk,ko,,9.0,1,0,,0.79,2024-02-25,1,Korean
Mortal Engines,,Films,2,7,7,428078.0,6.2,4997.0,6.8232,Adventure|Science Fiction,en,128.0,1685.0,0,0,100000000.0,4.01,2023-07-09,0,English
Mother's Day,,Films,1,6,6,353069.0,5.987,1304.0,3.8377,Comedy|Drama|Romance,en,118.0,2586.0,0,0,25000000.0,5.28,2023-05-28,0,English
Mr. Plankton,Mr. Plankton: Limited Series,TV,6,1,10,230448.0,8.178,107.0,9.0629,Comedy|Drama,ko,,2.0,1,0,,1.88,2024-11-10,1,Korean
Mr. Queen,Mr. Queen: Limited Series,TV,9,2,10,108261.0,8.526,470.0,8.7175,Drama|Comedy|Sci-Fi & Fantasy,ko,,813.0,1,0,,2.8,2023-03-05,1,Korean
Mr. Sunshine,Mr. Sunshine: Season 1,TV,23,8,10,75820.0,8.458,177.0,11.1232,Drama,ko,75.0,1702.0,1,0,,2.69,2023-03-05,1,Korean
