show_title,season_title,category,max_weeks,best_rank,entry_rank,tmdb_id,tmdb_rating,tmdb_vote_count,tmdb_popularity,genres,original_language,runtime_minutes,days_since_release,is_korean,is_sequel,budget_usd,avg_cast_popularity,first_week,is_breakout,lang_label
Three Idiots in Kenya,Three Idiots in Kenya: Season 1,TV,4,1,7,304068.0,8.25,4.0,2.2287,Reality,ko,,5.0,1,0,,0.78,2025-11-30,1,Korean
Three Thousand Years of Longing,,Films,2,3,3,556694.0,6.879,1615.0,5.2158,Drama|Fantasy|Romance,en,108.0,270.0,0,0,60000000.0,3.71,2023-05-21,0,English
Through the Darkness,Through the Darkness: Limited Series,TV,3,3,7,146102.0,7.7,48.0,4.4646,Crime|Drama|Mystery,ko,67.0,1304.0,1,0,,1.95,2025-08-10,0,Korean
Ticket to Paradise,,Films,1,7,7,800939.0,6.4,1363.0,2.9146,Drama|Comedy|Romance,en,104.0,220.0,0,0,20000000.0,3.02,2023-04-16,0,English
Time Cut,,Films,2,7,8,827931.0,5.651,568.0,3.5026,Horror|Science Fiction|Thriller,en,90.0,5.0,0,0,0.0,1.62,2024-11-03,0,English
Titan: The OceanGate Submersible Disaster,,Films,1,6,6,1426306.0,7.06,149.0,1.0284,Documentary|Drama,en,112.0,9.0,0,0,0.0,0.49,2025-06-15,0,English
Titanic,,Films,2,5,8,597.0,7.9,26800.0,29.1952,Drama|Romance,en,194.0,9719.0,0,0,200000000.0,6.21,2024-07-28,0,English
To My Beloved Thief,To My Beloved Thief: Season 1,TV,6,3,8,301886.0,9.6,5.0,8.6279,Sci-Fi & Fantasy|Comedy|Drama,ko,,8.0,1,0,,1.76,2026-01-11,1,Korean
Togo,,Films,2,4,4,606856.0,8.133,2204.0,3.8191,Adventure|Family,en,113.0,2207.0,0,0,0.0,3.66,2026-01-04,0,English
Tokyo Swindlers,Tokyo Swindlers: Season 1,TV,2,7,7,249906.0,6.817,52.0,5.9391,Crime,ja,,3.0,0,0,,1.98,2024-07-28,0,Japanese
Tomb of the River,,Films,4,2,7,752886.0,6.136,22.0,1.4524,Action|Crime|Drama,ko,120.0,578.0,1,0,0.0,1.78,2023-06-11,1,Korean
Top Gun: Maverick,,Films,3,2,5,361743.0,8.2,10594.0,22.4444,Action|Drama,en,131.0,624.0,0,0,170000000.0,8.23,2024-02-04,0,English
Toxic,,Films,2,6,10,1213243.0,0.0,0.0,4.2895,Action|Thriller,kn,0.0,-1019.0,0,0,0.0,2.46,2023-06-04,0,Other
Trade Your Love,,Films,2,6,9,574840.0,5.8,6.0,0.7968,Romance|Comedy,ko,87.0,2258.0,1,0,0.0,1.83,2025-05-04,0,Korean
Train Dreams,,Films,1,9,9,1241983.0,7.338,705.0,11.8389,Drama,en,102.0,25.0,0,0,10000000.0,3.3,2025-11-30,0,English
Trainwreck: Poop Cruise,,Films,1,10,10,1484253.0,5.808,112.0,0.5313,Documentary|Drama,en,55.0,6.0,0,0,0.0,0.28,2025-06-29,0,English
Transformers: Rise of the Beasts,,Films,3,3,5,667538.0,7.2,5166.0,11.9251,Science Fiction|Adventure|Action,en,127.0,593.0,0,0,195000000.0,3.87,2025-01-19,0,English
Transporter 2,,Films,2,5,10,9335.0,6.3,3864.0,6.0111,Action|Thriller|Crime,en,88.0,6738.0,0,0,32000000.0,7.16,2024-01-14,0,English
Trigger,Trigger: Limited Series,TV,5,1,5,61628.0,7.255,47.0,15.995,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,23.0,3948.0,0,0,,2.47,2025-07-27,1,Japanese
Trigger Warning,,Films,3,1,2,704673.0,5.704,559.0,2.6313,Action,en,106.0,3.0,0,0,0.0,4.35,2024-06-23,0,English
Troll,,Films,6,7,10,736526.0,6.571,1974.0,4.6186,Fantasy|Action|Adventure,no,104.0,1103.0,0,0,0.0,1.71,2025-12-07,1,Other
Troll 2,,Films,2,3,6,1180831.0,6.529,408.0,19.8823,Action|Fantasy|Thriller,no,102.0,7.0,0,0,11200000.0,1.75,2025-12-07,0,Other
Troll Factory,,Films,5,1,5,1007127.0,5.6,15.0,0.7771,Crime|Drama,ko,109.0,109.0,1,0,0.0,1.58,2024-07-14,1,Korean
Trouble,,Films,1,9,9,570480.0,6.575,240.0,6.2281,Animation|Adventure|Family|Comedy|Music,en,88.0,1893.0,0,0,0.0,2.5,2024-10-13,0,English
Troubleshooter,,Films,1,6,6,56578.0,6.682,44.0,1.1443,Action|Crime|Drama,ko,100.0,5635.0,1,0,0.0,1.37,2026-02-15,0,Korean
True to Love,True to Love: Limited Series,TV,2,3,6,210586.0,7.4,42.0,4.5539,Drama|Comedy,ko,68.0,53.0,1,0,,1.53,2023-06-04,0,Korean
Typhoon Family,Typhoon Family: Limited Series,TV,9,1,9,280946.0,8.2,34.0,5.0232,Drama,ko,,1.0,1,0,,1.84,2025-10-12,1,Korean
Tòkunbọ̀,,Films,1,7,7,1322982.0,6.7,34.0,1.3859,Thriller|Crime|Drama,en,113.0,9.0,0,0,0.0,0.59,2024-09-01,0,English
UNTAMED,UNTAMED: Season 1,TV,3,5,9,248852.0,7.285,340.0,7.4389,Mystery|Drama,en,,3.0,0,0,,2.29,2025-07-20,0,English
Uglies,,Films,3,4,10,748167.0,5.763,893.0,2.2621,Science Fiction|Adventure|Action,en,100.0,3.0,0,0,0.0,2.88,2024-09-15,0,English
Under Paris,,Films,3,1,4,1001311.0,5.923,1376.0,5.1065,Action|Horror,fr,102.0,5.0,0,0,0.0,2.08,2024-06-09,0,Other
Undercover Miss Hong,Undercover Miss Hong: Limited Series,TV,5,3,4,293608.0,7.2,5.0,17.026,Crime|Comedy|Drama,ko,,1.0,1,0,,2.23,2026-01-18,1,Korean
Underwater,,Films,3,4,10,443791.0,6.285,3369.0,4.9559,Horror|Science Fiction|Action|Adventure,en,95.0,1432.0,0,0,50000000.0,3.38,2023-12-10,0,English
Unforgivable,,Films,4,3,9,279494.0,6.857,7.0,0.533,Drama|TV Movie,en,95.0,10169.0,0,0,0.0,2.16,2024-03-03,1,English
Unknown Number: The High School Catfish,,Films,2,5,5,1517772.0,6.777,193.0,1.5375,Documentary,en,94.0,10.0,0,0,0.0,0.35,2025-09-07,0,English
Unlocked,,Films,6,1,10,291276.0,6.257,1177.0,5.8389,Action|Thriller,en,98.0,2138.0,0,0,0.0,3.67,2023-03-05,1,English
Until Dawn,,Films,1,6,6,1232546.0,6.334,1299.0,5.8059,Horror|Mystery,en,103.0,277.0,0,0,15000000.0,2.89,2026-01-25,0,English
Upgrade,,Films,2,6,9,500664.0,7.5,4851.0,7.5261,Action|Thriller|Science Fiction,en,100.0,1872.0,0,0,3000000.0,1.76,2023-07-16,0,English
Uprising,,Films,9,1,10,31010.0,6.5,89.0,4.2642,Drama|History|War|TV Movie,en,177.0,8379.0,0,0,0.0,2.89,2024-10-13,1,English
Urban Myths,,Films,2,6,6,957154.0,6.405,21.0,1.1706,Horror|Fantasy,ko,122.0,970.0,1,0,0.0,1.24,2024-12-22,0,Korean
Usury Academy,,Films,3,1,9,1071662.0,7.3,13.0,0.5116,Action|Drama|Crime,ko,105.0,95.0,1,0,0.0,1.58,2024-02-25,0,Korean
V.I.P.,,Films,3,3,8,435601.0,7.719,224.0,2.2075,Crime|Thriller|Action,ko,128.0,2321.0,1,0,0.0,3.11,2023-12-31,0,Korean
Vanished into the Night,,Films,1,4,4,1039868.0,5.53,181.0,1.0449,Thriller|Mystery|Drama,it,93.0,11.0,0,0,0.0,1.86,2024-07-21,0,Other
Venom: The Last Dance,,Films,3,2,5,912649.0,6.664,4014.0,21.4471,Action|Science Fiction|Adventure,en,109.0,166.0,0,0,120000000.0,5.15,2025-04-06,0,English
Vertigo,,Films,1,10,10,426.0,8.1,6216.0,6.3772,Mystery|Romance|Thriller,en,128.0,24110.0,0,0,2479000.0,2.18,2024-05-12,0,English
Veteran,,Films,3,3,8,669462.0,6.294,17.0,0.2901,Drama|TV Movie,cs,90.0,1680.0,0,0,0.0,1.3,2024-09-15,0,Other
Vikings: Valhalla,Vikings: Valhalla: Season 3,TV,1,10,10,116135.0,7.642,1014.0,22.4206,Action & Adventure|Drama|War & Politics,en,,877.0,0,1,,1.9,2024-07-21,0,English
Violent Night,,Films,2,2,4,899112.0,7.229,2483.0,4.897,Action|Comedy|Fantasy,en,111.0,277.0,0,0,20000000.0,3.12,2023-09-03,0,English
Virus,,Films,4,3,9,9423.0,5.402,661.0,2.0478,Horror|Action|Science Fiction,en,100.0,9698.0,0,0,75000000.0,3.05,2025-08-03,1,English
Wake Up Dead Man: A Knives Out Mystery,,Films,4,3,8,812583.0,7.2,2077.0,18.0857,Thriller|Mystery|Comedy,en,145.0,18.0,0,0,210000000.0,5.79,2025-12-14,1,English
Walker,,Films,2,4,5,28448.0,6.359,85.0,2.5914,Drama|History|Western,en,95.0,13295.0,0,0,5800000.0,2.68,2024-04-28,0,English
Wall to Wall,,Films,6,2,6,1269208.0,6.142,229.0,1.9213,Thriller|Drama,ko,118.0,3.0,1,0,0.0,1.63,2025-07-20,1,Korean
Wallace & Gromit: Vengeance Most Fowl,,Films,4,3,8,929204.0,7.481,608.0,4.1839,Family|Comedy|Adventure|Animation,en,79.0,18.0,0,0,0.0,1.79,2025-01-05,1,English
War for the Planet of the Apes,,Films,3,8,10,281338.0,7.216,9563.0,10.4806,Drama|Science Fiction|War,en,140.0,2322.0,0,0,150000000.0,3.49,2023-11-19,0,English
War of the Arrows,,Films,2,7,7,79224.0,7.223,282.0,2.3667,Drama|Action|History,ko,122.0,4449.0,1,0,8000000.0,1.8,2023-10-15,0,Korean
War of the Worlds,,Films,2,9,10,755898.0,4.2,891.0,113.5531,Science Fiction|Thriller,en,91.0,12.0,0,0,10000000.0,2.55,2025-08-10,0,English
Watcher,,Films,1,4,4,807356.0,6.484,1114.0,2.8733,Horror|Mystery|Thriller,en,96.0,303.0,0,0,5000000.0,1.82,2023-04-02,0,English
We Have a Ghost,,Films,1,4,4,852096.0,6.453,668.0,2.0162,Horror|Comedy,en,127.0,9.0,0,0,0.0,3.6,2023-03-05,0,English
Weak Hero,Weak Hero: Class 1,TV,8,2,10,200709.0,8.631,355.0,40.4756,Action & Adventure|Drama,ko,84.0,863.0,1,0,,4.67,2025-03-30,1,Korean
Weak Hero,Weak Hero: Class 2,TV,5,1,8,200709.0,8.631,355.0,40.4756,Action & Adventure|Drama,ko,84.0,891.0,1,0,,4.67,2025-04-27,1,Korean
Weathering with You,,Films,3,9,10,568160.0,7.984,2559.0,4.902,Animation|Drama|Fantasy|Romance,ja,112.0,1346.0,0,0,11100000.0,4.3,2023-03-26,0,Japanese
Wednesday,Wednesday: Season 1,TV,7,9,9,119051.0,8.357,10306.0,51.2995,Sci-Fi & Fantasy|Mystery|Comedy,en,,991.0,0,0,,6.49,2025-08-10,1,English
Wednesday,Wednesday: Season 2,TV,5,4,9,119051.0,8.357,10306.0,51.2995,Sci-Fi & Fantasy|Mystery|Comedy,en,,991.0,0,1,,6.49,2025-08-10,1,English
Welcome to Samdal-ri,Welcome to Samdal-ri: Limited Series,TV,10,2,7,219651.0,8.256,123.0,11.0504,Drama|Comedy,ko,69.0,1.0,1,0,,5.25,2023-12-03,1,Korean
What Jennifer Did,,Films,3,4,10,1261924.0,6.3,150.0,0.7063,Documentary|Crime,en,87.0,5.0,0,0,0.0,0.29,2024-04-14,0,English
When Life Gives You Tangerines,When Life Gives You Tangerines: Limited Series,TV,14,1,8,219246.0,8.72,470.0,23.9994,Drama,ko,,2.0,1,0,,2.17,2025-03-09,1,Korean
When the Phone Rings,When the Phone Rings: Limited Series,TV,8,2,6,253905.0,8.418,274.0,10.094,Drama|Mystery|Crime,ko,70.0,2.0,1,0,,1.63,2024-11-24,1,Korean
When the Stars Gossip,When the Stars Gossip: Limited Series,TV,4,3,10,154822.0,7.4,49.0,5.3139,Comedy|Sci-Fi & Fantasy|Drama,ko,70.0,1.0,1,0,,2.6,2025-01-05,1,Korean
Whenever Possible,Whenever Possible: Season 3,TV,1,10,10,247805.0,8.3,7.0,8.6108,Reality,ko,,383.0,1,1,,1.62,2025-05-11,0,Korean
Where Would You Like to Go?,,Films,1,9,9,1106492.0,5.0,1.0,0.3017,Drama,ko,103.0,109.0,1,0,0.0,1.32,2023-10-22,0,Korean
White Night,,Films,2,7,7,933920.0,0.0,0.0,0.5234,Thriller,en,0.0,,0,0,0.0,5.72,2023-04-30,0,English
Wild,,Films,1,4,4,228970.0,7.008,2637.0,2.6913,Drama,en,115.0,3334.0,0,0,15000000.0,3.24,2024-01-21,0,English
Windmill,,Films,2,6,9,232326.0,7.175,20.0,4.292,Comedy|History,tr,99.0,13753.0,0,0,0.0,0.78,2023-10-01,0,Other
Wingwomen,,Films,2,3,3,1010928.0,6.087,498.0,3.0868,Action|Comedy|Drama,fr,114.0,4.0,0,0,0.0,2.05,2023-11-05,0,Other
Wish,,Films,2,3,8,1022796.0,6.228,1731.0,7.9976,Animation|Family|Fantasy|Adventure,en,95.0,188.0,0,0,175000000.0,2.83,2024-05-19,0,English
Wonder Woman 1984,,Films,2,2,6,464052.0,6.374,8930.0,10.6527,Action|Adventure|Fantasy,en,151.0,1425.0,0,0,200000000.0,6.34,2024-11-10,0,English
Wonderland,,Films,3,2,4,32640.0,6.4,34.0,2.5937,Drama,en,108.0,9229.0,0,0,0.0,2.46,2024-08-18,0,English
World Dice Tour,World Dice Tour: Season 1,TV,8,5,8,219465.0,0.0,0.0,5.0158,Reality|Documentary,ko,90.0,15.0,1,0,,0.87,2023-03-19,1,Korean
World Dice Tour,World Dice Tour: Season 3,TV,5,3,9,219465.0,0.0,0.0,5.0158,Reality|Documentary,ko,90.0,750.0,1,1,,0.87,2025-03-23,1,Korean
YOLO,,Films,2,2,3,1406551.0,0.0,0.0,0.1395,,zh,0.0,,0,0,0.0,0.0,2024-08-04,0,Other
Yadang: The Snitch,,Films,8,1,10,1137179.0,7.0,36.0,23.6931,Crime|Action|Comedy|Drama|Thriller,ko,123.0,151.0,1,0,9500000.0,1.74,2025-09-14,1,Korean
You Are the Apple of My Eye,,Films,1,7,7,1290182.0,8.52,50.0,8.1946,Romance|Drama|Comedy,ko,102.0,282.0,1,0,0.0,1.36,2025-11-30,0,Korean
You Will Die In 6 Hours,,Films,4,1,3,1147266.0,6.174,23.0,7.0686,Thriller|Mystery,ko,91.0,130.0,1,0,0.0,1.09,2025-02-23,1,Korean
You and Everything Else,You and Everything Else: Limited Series,TV,7,2,9,224414.0,8.4,20.0,5.7594,Drama,ko,58.0,2.0,1,0,,2.47,2025-09-14,1,Korean
Your Letter,,Films,2,2,7,717787.0,7.1,14.0,0.7778,Animation|Drama|Mystery|Adventure,ko,97.0,102.0,1,0,0.0,0.96,2026-01-11,0,Korean
Yu Yu Hakusho,Yu Yu Hakusho: Season 1,TV,2,7,7,30669.0,8.5,474.0,32.9021,Animation|Action & Adventure|Sci-Fi & Fantasy,ja,24.0,11390.0,0,0,,2.23,2023-12-17,0,Japanese
Zero Day,Zero Day: Limited Series,TV,1,9,9,216082.0,6.968,407.0,7.5112,Drama|War & Politics,en,,3.0,0,0,,5.2,2025-02-23,0,English
Ziam,,Films,2,4,6,1429744.0,6.639,230.0,2.8992,Horror|Thriller|Action,th,96.0,5.0,0,0,0.0,1.34,2025-07-13,0,Other
Zom 100: Bucket List of the Dead,,Films,2,5,5,1070514.0,6.581,606.0,1.6379,Comedy|Horror,ja,129.0,3.0,0,0,0.0,1.86,2023-08-06,0,Japanese
Zom 100: Bucket List of the Dead,Zom 100: Bucket List of the Dead: Season 1,TV,2,6,10,1070514.0,6.581,606.0,1.6379,Comedy|Horror,ja,129.0,-4.0,0,0,0.0,1.86,2023-07-30,0,Japanese
Zombieverse,Zombieverse: New Blood,TV,3,3,9,217945.0,6.0,53.0,5.9523,Reality,ko,,474.0,1,0,,1.49,2024-11-24,0,Korean
Zombieverse,Zombieverse: Season 1,TV,2,3,6,217945.0,6.0,53.0,5.9523,Reality,ko,,5.0,1,0,,1.49,2023-08-13,0,Korean
iHostage,,Films,2,6,6,1371202.0,5.9,290.0,3.4111,Thriller|Crime|Drama,nl,100.0,2.0,0,0,0.0,1.05,2025-04-20,0,Other
maboroshi,,Films,1,6,6,333401.0,0.0,0.0,0.0495,,en,8.0,3585.0,0,0,0.0,0.0,2024-01-21,0,English
sorry? not sorry!,sorry? not sorry!: Season 1,TV,2,6,8,274878.0,7.5,4.0,2.7583,Comedy|Drama,ko,60.0,3.0,1,0,,1.51,2024-12-08,0,Korean
upGRADE you: Teachers,upGRADE you: Teachers 2024,TV,1,8,8,238888.0,10.0,1.0,1.648,Reality|Talk,ko,,245.0,1,0,,0.6,2024-07-07,0,Korean
xXx: Return of Xander Cage,,Films,2,4,6,47971.0,6.1,9170.0,10.5701,Action|Adventure|Crime,en,107.0,2403.0,0,0,85000000.0,6.0,2023-08-13,0,English
【OSHI NO KO】,【OSHI NO KO】: Season 1,TV,2,10,10,203737.0,8.343,299.0,37.3041,Animation|Drama,ja,,67.0,0,0,,1.83,2023-06-18,0,Japanese
【OSHI NO KO】,【OSHI NO KO】: Season 2,TV,5,5,10,203737.0,8.343,299.0,37.3041,Animation|Drama,ja,,459.0,0,1,,1.83,2024-07-14,1,Japanese
특송,,Films,1,8,8,606403.0,7.0,205.0,2.2006,Action|Crime,ko,109.0,1495.0,1,0,0.0,1.6,2026-02-15,0,Korean
