country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10,language,tmdb_id,tmdb_type,tmdb_title,genres,runtime_minutes,release_date,tmdb_rating,tmdb_vote_count,tmdb_popularity,original_language,production_countries,budget_usd,revenue_usd,top_cast,avg_cast_popularity,director,num_seasons,num_episodes,status,days_since_release,is_korean,season_number,is_sequel,competing_titles_this_week
South Korea,KR,2022-05-15,TV,7,Love Again,Love Again: Season 2,4,English,,,,,,,,,,,,,,,,,,,,,0,2,1,20
South Korea,KR,2022-05-15,TV,8,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,13,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-15,TV,9,The Iron Squad,The Iron Squad: Season 2,8,English,121591.0,tv,The Iron Squad,Reality,,2021-03-23,0.0,0.0,3.0317,ko,KR,,,,0.0,,4.0,64.0,Returning Series,418.0,1,2,1,20
South Korea,KR,2022-05-15,TV,10,Never Give Up,Never Give Up: Limited Series,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,1,Venom: Let There Be Carnage,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,2,Yaksha: Ruthless Operations,,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,3,365 Days: This Day,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,4,The Interpreter,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,5,The Deep End of the Ocean,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,6,Silverton Siege,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,7,Bubble,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,8,F9: The Fast Saga,,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,9,Venom,,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,Films,10,Sleepers,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,TV,1,Our Blues,Our Blues: Limited Series,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,TV,2,My Liberation Notes,My Liberation Notes: Limited Series,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,TV,3,Green Mothers' Club,Green Mothers' Club: Season 1,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,TV,4,Tomorrow,Tomorrow: Limited Series,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,TV,5,Love (ft. Marriage and Divorce),Love (ft. Marriage and Divorce): Season 3,10,English,,,,,,,,,,,,,,,,,,,,,0,3,1,20
South Korea,KR,2022-05-08,TV,6,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,12,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,TV,7,I am Solo,I am Solo: Part 5 - Part 8,15,English,129236.0,tv,I Am Solo,Reality,,2021-07-14,6.0,2.0,5.9261,ko,KR,,,Lee Yi-kyung|Jun Hyo-seong|Defconn|Song Hae-na,0.9,,1.0,238.0,Returning Series,298.0,1,1,0,20
South Korea,KR,2022-05-08,TV,8,The Sound of Magic,The Sound of Magic: Limited Series,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-08,TV,9,Love Again,Love Again: Season 2,3,English,,,,,,,,,,,,,,,,,,,,,0,2,1,20
South Korea,KR,2022-05-08,TV,10,Business Proposal,Business Proposal: Limited Series,10,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,1,Venom: Let There Be Carnage,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,2,365 Days: This Day,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,3,Yaksha: Ruthless Operations,,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,4,F9: The Fast Saga,,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,5,Silverton Siege,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,6,Furioza,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,7,No Mercy,,2,English,72400.0,tv,NO.MERCY,Reality,90.0,2014-12-10,0.0,0.0,0.7845,ko,,,,Kim Da-som|Yoon Bo-ra|Giriboy|K.Will|Hyolyn,1.14,,1.0,10.0,Ended,2699.0,1,1,0,20
South Korea,KR,2022-05-01,Films,7,No Mercy,,2,English,72400.0,tv,NO.MERCY,Reality,90.0,2014-12-10,0.0,0.0,0.7845,ko,,,,Kim Da-som|Yoon Bo-ra|Giriboy|K.Will|Hyolyn,1.14,,1.0,10.0,Ended,2699.0,1,1,0,20
South Korea,KR,2022-05-01,Films,8,Old,,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,9,Bubble,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,Films,10,Nobody,,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,TV,1,Our Blues,Our Blues: Limited Series,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,TV,2,My Liberation Notes,My Liberation Notes: Limited Series,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,TV,3,Green Mothers' Club,Green Mothers' Club: Season 1,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,TV,4,Love (ft. Marriage and Divorce),Love (ft. Marriage and Divorce): Season 3,9,English,,,,,,,,,,,,,,,,,,,,,0,3,1,20
South Korea,KR,2022-05-01,TV,5,Tomorrow,Tomorrow: Limited Series,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,TV,6,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,11,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,TV,7,I am Solo,I am Solo: Part 5 - Part 8,14,English,129236.0,tv,I Am Solo,Reality,,2021-07-14,6.0,2.0,5.9261,ko,KR,,,Lee Yi-kyung|Jun Hyo-seong|Defconn|Song Hae-na,0.9,,1.0,238.0,Returning Series,291.0,1,1,0,20
South Korea,KR,2022-05-01,TV,8,Business Proposal,Business Proposal: Limited Series,9,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-05-01,TV,9,Love Again,Love Again: Season 2,2,English,,,,,,,,,,,,,,,,,,,,,0,2,1,20
South Korea,KR,2022-05-01,TV,10,The Iron Squad,The Iron Squad: Season 2,7,English,121591.0,tv,The Iron Squad,Reality,,2021-03-23,0.0,0.0,3.0317,ko,KR,,,,0.0,,4.0,64.0,Returning Series,404.0,1,2,1,20
South Korea,KR,2022-04-24,Films,1,Yaksha: Ruthless Operations,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,Films,2,No Mercy,,1,English,72400.0,tv,NO.MERCY,Reality,90.0,2014-12-10,0.0,0.0,0.7845,ko,,,,Kim Da-som|Yoon Bo-ra|Giriboy|K.Will|Hyolyn,1.14,,1.0,10.0,Ended,2692.0,1,1,0,20
South Korea,KR,2022-04-24,Films,2,No Mercy,,1,English,72400.0,tv,NO.MERCY,Reality,90.0,2014-12-10,0.0,0.0,0.7845,ko,,,,Kim Da-som|Yoon Bo-ra|Giriboy|K.Will|Hyolyn,1.14,,1.0,10.0,Ended,2692.0,1,1,0,20
South Korea,KR,2022-04-24,Films,3,F9: The Fast Saga,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,Films,4,Furioza,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,Films,5,Old,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,Films,6,Lucid Dream,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,Films,7,Nobody,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,Films,8,Night in Paradise,,13,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,Films,9,How It Ends,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,Films,10,Man of Men,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,TV,1,Our Blues,Our Blues: Limited Series,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,TV,2,My Liberation Notes,My Liberation Notes: Limited Series,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,TV,3,Green Mothers' Club,Green Mothers' Club: Season 1,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,TV,4,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,10,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,TV,5,Tomorrow,Tomorrow: Limited Series,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,TV,6,Business Proposal,Business Proposal: Limited Series,8,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-24,TV,7,I am Solo,I am Solo: Part 5 - Part 8,13,English,129236.0,tv,I Am Solo,Reality,,2021-07-14,6.0,2.0,5.9261,ko,KR,,,Lee Yi-kyung|Jun Hyo-seong|Defconn|Song Hae-na,0.9,,1.0,238.0,Returning Series,284.0,1,1,0,20
South Korea,KR,2022-04-24,TV,8,Love (ft. Marriage and Divorce),Love (ft. Marriage and Divorce): Season 3,8,English,,,,,,,,,,,,,,,,,,,,,0,3,1,20
South Korea,KR,2022-04-24,TV,9,Love Again,Love Again: Season 2,1,English,,,,,,,,,,,,,,,,,,,,,0,2,1,20
South Korea,KR,2022-04-24,TV,10,The Iron Squad,The Iron Squad: Season 2,6,English,121591.0,tv,The Iron Squad,Reality,,2021-03-23,0.0,0.0,3.0317,ko,KR,,,,0.0,,4.0,64.0,Returning Series,397.0,1,2,1,20
South Korea,KR,2022-04-17,Films,1,Yaksha: Ruthless Operations,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,2,F9: The Fast Saga,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,3,Old,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,4,Nobody,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,5,The Forever Purge,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,6,Lucid Dream,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,7,The Boss Baby: Family Business,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,8,How It Ends,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,9,The In Between,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,Films,10,The Pirates: The Last Royal Treasure,,7,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,TV,1,Our Blues,Our Blues: Limited Series,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,TV,2,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,9,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,TV,3,Business Proposal,Business Proposal: Limited Series,7,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,TV,4,Black Dog,Black Dog: Limited Series,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,TV,5,Tomorrow,Tomorrow: Limited Series,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,TV,6,Green Mothers' Club,Green Mothers' Club: Season 1,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,TV,7,I am Solo,I am Solo: Part 5 - Part 8,12,English,129236.0,tv,I Am Solo,Reality,,2021-07-14,6.0,2.0,5.9261,ko,KR,,,Lee Yi-kyung|Jun Hyo-seong|Defconn|Song Hae-na,0.9,,1.0,238.0,Returning Series,277.0,1,1,0,20
South Korea,KR,2022-04-17,TV,8,My Liberation Notes,My Liberation Notes: Limited Series,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-17,TV,9,Teenage Parents,Teenage Parents: Season 1,1,English,194491.0,tv,Teenage Parents,Reality,85.0,2022-03-06,0.0,0.0,2.9139,ko,KR,,,,0.0,,5.0,132.0,Returning Series,42.0,1,1,0,20
South Korea,KR,2022-04-17,TV,10,Love (ft. Marriage and Divorce),Love (ft. Marriage and Divorce): Season 3,7,English,,,,,,,,,,,,,,,,,,,,,0,3,1,20
South Korea,KR,2022-04-10,Films,1,Yaksha: Ruthless Operations,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,2,Nobody,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,3,Celeb Five: Behind the Curtain,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,4,F9: The Fast Saga,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,5,Doing Hard Time,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,6,Old,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,7,The Pirates: The Last Royal Treasure,,6,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,8,How It Ends,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,9,Company of Heroes,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,Films,10,Gothika,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,TV,1,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,8,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,TV,2,Business Proposal,Business Proposal: Limited Series,6,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,TV,3,Forecasting Love and Weather,Forecasting Love and Weather: Limited Series,8,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,TV,4,Tomorrow,Tomorrow: Limited Series,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,TV,5,Black Dog,Black Dog: Limited Series,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,TV,6,Thirty-Nine,Thirty-Nine: Limited Series,8,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-10,TV,7,Bridgerton,Bridgerton: Season 2,3,English,91239.0,tv,Bridgerton,Drama,,2020-12-25,8.1,3148.0,114.7094,en,US,,,Claudia Jessie|Ruth Gemmell|Luke Thompson|Golda Rosheuvel|Yerin Ha,4.14,Chris Van Dusen,4.0,32.0,Returning Series,471.0,0,2,1,20
South Korea,KR,2022-04-10,TV,8,Love (ft. Marriage and Divorce),Love (ft. Marriage and Divorce): Season 3,6,English,,,,,,,,,,,,,,,,,,,,,0,3,1,20
South Korea,KR,2022-04-10,TV,9,I am Solo,I am Solo: Part 5 - Part 8,11,English,129236.0,tv,I Am Solo,Reality,,2021-07-14,6.0,2.0,5.9261,ko,KR,,,Lee Yi-kyung|Jun Hyo-seong|Defconn|Song Hae-na,0.9,,1.0,238.0,Returning Series,270.0,1,1,0,20
South Korea,KR,2022-04-10,TV,10,Juvenile Justice,Juvenile Justice: Season 1,7,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,1,Black Crab,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,2,The Pirates: The Last Royal Treasure,,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,3,Celeb Five: Behind the Curtain,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,4,The Adam Project,,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,5,Doing Hard Time,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,6,Coin Locker Girl,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,7,6 Underground,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,8,Night in Paradise,,12,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,9,Don't Breathe 2,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,Films,10,The Power of the Dog,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,TV,1,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,7,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,TV,2,Business Proposal,Business Proposal: Limited Series,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,TV,3,Thirty-Nine,Thirty-Nine: Limited Series,7,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,TV,4,Forecasting Love and Weather,Forecasting Love and Weather: Limited Series,7,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,TV,5,Bridgerton,Bridgerton: Season 2,2,English,91239.0,tv,Bridgerton,Drama,,2020-12-25,8.1,3148.0,114.7094,en,US,,,Claudia Jessie|Ruth Gemmell|Luke Thompson|Golda Rosheuvel|Yerin Ha,4.14,Chris Van Dusen,4.0,32.0,Returning Series,464.0,0,2,1,20
South Korea,KR,2022-04-03,TV,6,Juvenile Justice,Juvenile Justice: Season 1,6,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-04-03,TV,7,Love (ft. Marriage and Divorce),Love (ft. Marriage and Divorce): Season 3,5,English,,,,,,,,,,,,,,,,,,,,,0,3,1,20
South Korea,KR,2022-04-03,TV,8,The Iron Squad,The Iron Squad: Season 2,5,English,121591.0,tv,The Iron Squad,Reality,,2021-03-23,0.0,0.0,3.0317,ko,KR,,,,0.0,,4.0,64.0,Returning Series,376.0,1,2,1,20
South Korea,KR,2022-04-03,TV,9,I am Solo,I am Solo: Part 5 - Part 8,10,English,129236.0,tv,I Am Solo,Reality,,2021-07-14,6.0,2.0,5.9261,ko,KR,,,Lee Yi-kyung|Jun Hyo-seong|Defconn|Song Hae-na,0.9,,1.0,238.0,Returning Series,263.0,1,1,0,20
South Korea,KR,2022-04-03,TV,10,Mr. Sunshine,Mr. Sunshine: Season 1,9,English,75820.0,tv,Mr. Sunshine,Drama,75.0,2018-07-07,8.458,177.0,11.1232,ko,KR,,,Lee Byung-hun|Park Jeong-min|Hakuryu|Lee Jung-eun|Yoo Yeon-seok,2.69,Lee Eung-bok|Kim Eun-sook,1.0,24.0,Ended,1366.0,1,1,0,20
South Korea,KR,2022-03-27,Films,1,Black Crab,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,2,The Pirates: The Last Royal Treasure,,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,3,The Adam Project,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,4,Don't Breathe 2,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,5,Rescued by Ruby,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,6,Windfall,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,7,Don't Breathe,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,8,Perhaps Love,,7,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,9,Coin Locker Girl,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,Films,10,Mission: Impossible - Fallout,,3,English,353081.0,movie,Mission: Impossible - Fallout,Action|Adventure,147.0,2018-07-25,7.447,8958.0,10.479,en,US,178000000.0,791658205.0,Tom Cruise|Henry Cavill|Rebecca Ferguson|Simon Pegg|Nigel Allen,9.12,Christopher McQuarrie,,,Released,1341.0,0,1,0,20
South Korea,KR,2022-03-27,TV,1,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,6,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,TV,2,Business Proposal,Business Proposal: Limited Series,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,TV,3,Thirty-Nine,Thirty-Nine: Limited Series,6,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,TV,4,Forecasting Love and Weather,Forecasting Love and Weather: Limited Series,6,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,TV,5,Juvenile Justice,Juvenile Justice: Season 1,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-27,TV,6,Bridgerton,Bridgerton: Season 2,1,English,91239.0,tv,Bridgerton,Drama,,2020-12-25,8.1,3148.0,114.7094,en,US,,,Claudia Jessie|Ruth Gemmell|Luke Thompson|Golda Rosheuvel|Yerin Ha,4.14,Chris Van Dusen,4.0,32.0,Returning Series,457.0,0,2,1,20
South Korea,KR,2022-03-27,TV,7,Love (ft. Marriage and Divorce),Love (ft. Marriage and Divorce): Season 3,4,English,,,,,,,,,,,,,,,,,,,,,0,3,1,20
South Korea,KR,2022-03-27,TV,8,I am Solo,I am Solo: Part 5 - Part 8,9,English,129236.0,tv,I Am Solo,Reality,,2021-07-14,6.0,2.0,5.9261,ko,KR,,,Lee Yi-kyung|Jun Hyo-seong|Defconn|Song Hae-na,0.9,,1.0,238.0,Returning Series,256.0,1,1,0,20
South Korea,KR,2022-03-27,TV,9,The Iron Squad,The Iron Squad: Season 2,4,English,121591.0,tv,The Iron Squad,Reality,,2021-03-23,0.0,0.0,3.0317,ko,KR,,,,0.0,,4.0,64.0,Returning Series,369.0,1,2,1,20
South Korea,KR,2022-03-27,TV,10,Mr. Sunshine,Mr. Sunshine: Season 1,8,English,75820.0,tv,Mr. Sunshine,Drama,75.0,2018-07-07,8.458,177.0,11.1232,ko,KR,,,Lee Byung-hun|Park Jeong-min|Hakuryu|Lee Jung-eun|Yoo Yeon-seok,2.69,Lee Eung-bok|Kim Eun-sook,1.0,24.0,Ended,1359.0,1,1,0,20
South Korea,KR,2022-03-20,Films,1,The Adam Project,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,Films,2,Don't Breathe 2,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,Films,3,Black Crab,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,Films,4,The Pirates: The Last Royal Treasure,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,Films,5,Mission: Impossible - Fallout,,2,English,353081.0,movie,Mission: Impossible - Fallout,Action|Adventure,147.0,2018-07-25,7.447,8958.0,10.479,en,US,178000000.0,791658205.0,Tom Cruise|Henry Cavill|Rebecca Ferguson|Simon Pegg|Nigel Allen,9.12,Christopher McQuarrie,,,Released,1334.0,0,1,0,20
South Korea,KR,2022-03-20,Films,6,Anarchist from Colony,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,Films,7,Perhaps Love,,6,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,Films,8,Rescued by Ruby,,1,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,Films,9,Escape Room: Tournament Of Champions,,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,Films,10,The Bombardment,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,TV,1,Twenty Five Twenty One,Twenty Five Twenty One: Limited Series,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,TV,2,Business Proposal,Business Proposal: Limited Series,3,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,TV,3,Juvenile Justice,Juvenile Justice: Season 1,4,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,TV,4,Forecasting Love and Weather,Forecasting Love and Weather: Limited Series,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,TV,5,Thirty-Nine,Thirty-Nine: Limited Series,5,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,TV,6,Love (ft. Marriage and Divorce),Love (ft. Marriage and Divorce): Season 3,3,English,,,,,,,,,,,,,,,,,,,,,0,3,1,20
South Korea,KR,2022-03-20,TV,7,I am Solo,I am Solo: Part 5 - Part 8,8,English,129236.0,tv,I Am Solo,Reality,,2021-07-14,6.0,2.0,5.9261,ko,KR,,,Lee Yi-kyung|Jun Hyo-seong|Defconn|Song Hae-na,0.9,,1.0,238.0,Returning Series,249.0,1,1,0,20
South Korea,KR,2022-03-20,TV,8,Our Beloved Summer,Our Beloved Summer: Limited Series,15,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,TV,9,Crash Landing on You,Crash Landing on You: Limited Series,6,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
South Korea,KR,2022-03-20,TV,10,The Iron Squad,The Iron Squad: Season 2,3,English,121591.0,tv,The Iron Squad,Reality,,2021-03-23,0.0,0.0,3.0317,ko,KR,,,,0.0,,4.0,64.0,Returning Series,362.0,1,2,1,20
South Korea,KR,2022-03-13,Films,1,The Pirates: The Last Royal Treasure,,2,English,,,,,,,,,,,,,,,,,,,,,0,1,0,20
